Movie Name,Language,IMDb Rating,Year of Release,Maturity Rating,hours,minutes,duration
Bombay,Tamil,8.1,1995.0,All,2,20,2-3 hrs
Mighty Raju: Chakde,Hindi,,2019.0,All,1,7,1-2 hrs
Kati Patang,Hindi,7.2,1971.0,All,2,40,2-3 hrs
Laboratory,Bengali,5.6,2018.0,13+,1,35,1-2 hrs
Yodha,Punjabi,6.9,2014.0,13+,1,57,1-2 hrs
Jab Tum Kaho,Hindi,5.6,2016.0,13+,1,32,1-2 hrs
Kadhalum Katru Mara,Tamil,,2007.0,NR,2,4,2-3 hrs
Prem Tapasya,Hindi,6.1,1983.0,NR,2,17,2-3 hrs
Sabse Bada Rupaiya,Hindi,6.7,1976.0,All,2,15,2-3 hrs
Logan Lucky,Tamil,7.0,2017.0,16+,1,58,1-2 hrs
Dulhan Hyderabadi,Hindi,,2018.0,NR,1,53,1-2 hrs
Aappan Pher Milange,Punjabi,4.3,2021.0,13+,2,17,2-3 hrs
Seethakoka Chilaka,Telugu,7.7,1981.0,All,2,27,2-3 hrs
Kintu Galpo Noy,Bengali,,2018.0,NR,1,51,1-2 hrs
Operation Diamond Racket,Kannada,7.2,1978.0,NR,2,45,2-3 hrs
Eklavya: The Royal Guard,Hindi,6.1,2007.0,All,1,47,1-2 hrs
1920: Evil Returns,Hindi,4.8,2012.0,18+,1,59,1-2 hrs
Mayabazar - 1957,Kannada,5.8,1957.0,NR,2,55,2-3 hrs
Aggi Barata,Telugu,6.2,,All,2,10,2-3 hrs
The Wild Horse Redemption,English,7.6,2019.0,13+,0,53,30-60 mins
Chathurangal,Malayalam,,2017.0,All,0,25,<30 mins
Dhoom:3,Hindi,5.4,2013.0,13+,2,50,2-3 hrs
Yeti Obhijaan,Bengali,4.2,2018.0,13+,2,6,2-3 hrs
Gravity,Hindi,7.7,2013.0,13+,1,30,1-2 hrs
Raman Raghav 2.0,Hindi,7.4,2016.0,18+,2,8,2-3 hrs
Saaya,Tamil,1.4,2017.0,All,2,14,2-3 hrs
16 VAYATHINILEY,Tamil,8.0,1977.0,All,2,12,2-3 hrs
Don't Look,English,2.8,2019.0,18+,1,10,1-2 hrs
Mahaprithibi,Bengali,,2018.0,13+,1,39,1-2 hrs
The Mechanic,Tamil,6.6,2011.0,18+,1,28,1-2 hrs
Janani Janmabhoomi,Kannada,7.9,1997.0,NR,2,22,2-3 hrs
Dhoom:2,Hindi,6.5,2006.0,13+,2,31,2-3 hrs
Mission: Impossible II,English,6.1,2000.0,16+,2,3,2-3 hrs
Kroadh,Hindi,5.1,1990.0,18+,2,26,2-3 hrs
Europe: Coast to Coast,English,,2020.0,13+,0,30,30-60 mins
The Wedding Church in Cana,English,,2020.0,13+,0,26,<30 mins
Deeper,English,,2019.0,13+,0,52,30-60 mins
Oorukku Nooruper,Tamil,5.0,2003.0,All,1,29,1-2 hrs
Blackia,Punjabi,6.3,2019.0,13+,2,21,2-3 hrs
Little Maa Star,Telugu,,1995.0,NR,2,21,2-3 hrs
Gopaal Krishna,Hindi,6.9,1979.0,All,2,9,2-3 hrs
Mad About Dance,Hindi,5.0,2014.0,13+,1,57,1-2 hrs
Jeeban Trishna,Bengali,,,NR,2,12,2-3 hrs
Halla Bol,Hindi,6.1,2008.0,13+,2,22,2-3 hrs
Hera Pheri,Hindi,6.8,1976.0,All,2,35,2-3 hrs
Flight 192,Kannada,5.0,2016.0,16+,1,25,1-2 hrs
Jab Yaad Kisi Ki Aati Hai,Hindi,6.5,,NR,2,23,2-3 hrs
Annabelle: Creation,Hindi,6.5,2017.0,13+,1,49,1-2 hrs
Nishant Tanwar: Dilli Se Hoon B*@!&#%D,Hindi,7.0,2018.0,18+,0,59,30-60 mins
Bad Boys for Life,Tamil,6.6,2020.0,18+,2,3,2-3 hrs
Bad Ass 2: Bad Asses,English,5.6,2014.0,18+,1,30,1-2 hrs
Iccha Moyee Maa,Bengali,,2017.0,13+,2,15,2-3 hrs
Aamne Samne,Hindi,6.4,1982.0,All,2,12,2-3 hrs
Prema Katha Chitram 2,Telugu,4.8,2019.0,13+,2,14,2-3 hrs
Underworld,English,7.0,2003.0,18+,2,1,2-3 hrs
Honey & Bunny in KungFu Challenge,Tamil,,2018.0,7+,0,51,30-60 mins
Dheena,Malayalam,7.1,2001.0,NR,2,38,2-3 hrs
Luv And Kush,Hindi,,2008.0,All,0,58,30-60 mins
Raaz,Hindi,6.3,,18+,2,7,2-3 hrs
Munde Patiale De,Punjabi,5.1,2012.0,13+,1,44,1-2 hrs
Asura,Telugu,6.6,2015.0,16+,2,4,2-3 hrs
Django Unchained,English,8.4,2012.0,18+,2,45,2-3 hrs
Walk the Walk,English,4.1,,18+,1,27,1-2 hrs
UNTRACEABLE,Tamil,6.2,2008.0,13+,1,36,1-2 hrs
Journey's End,English,6.7,2017.0,16+,1,47,1-2 hrs
Siyavar Ram,Hindi,,2020.0,All,1,35,1-2 hrs
Laal Kaptaan,Hindi,7.3,2019.0,18+,2,32,2-3 hrs
Boothayyana Maga Ayyu,Kannada,8.3,1974.0,NR,2,25,2-3 hrs
Ishk Actually,Hindi,2.6,2013.0,NR,1,43,1-2 hrs
Ami Achi Sei Je Tomar,Bengali,,2017.0,13+,2,3,2-3 hrs
Sundari - Bengali,Bengali,,1998.0,NR,2,20,2-3 hrs
Ujda Chaman,Hindi,6.9,2019.0,13+,1,55,1-2 hrs
Kunju Daivam,Malayalam,7.7,2018.0,All,1,33,1-2 hrs
Sri Lanka By Mini Magic Bus,English,,2020.0,13+,0,0,<30 mins
U-Turn,Bengali,6.8,2018.0,13+,2,14,2-3 hrs
Transformers: Revenge of the Fallen,Bengali,6.0,2009.0,13+,2,29,2-3 hrs
Trunk,Kannada,,2018.0,NR,2,18,2-3 hrs
Nishant Tanwar: Gaadi Tera Bhai Chalayega,Hindi,7.2,2019.0,18+,1,1,1-2 hrs
TRAFFIK,English,6.0,2018.0,18+,1,36,1-2 hrs
Dr. Seuss' The Lorax,English,6.4,2012.0,7+,1,26,1-2 hrs
Unhinged,Tamil,6.0,2020.0,18+,1,30,1-2 hrs
Dhund,Hindi,7.2,1973.0,All,1,57,1-2 hrs
Brewster’s Millions,English,,,13+,1,18,1-2 hrs
Kettiyolaanu Ente Malakha,Malayalam,7.6,2019.0,All,2,13,2-3 hrs
Dusmani,Bengali,,2014.0,13+,2,28,2-3 hrs
Sradha,Malayalam,3.6,2000.0,NR,2,16,2-3 hrs
The Fountain,English,7.2,2006.0,13+,1,36,1-2 hrs
Jeena - The Endless Love,Bengali,,2009.0,NR,1,30,1-2 hrs
Kalat Nakalat,Marathi,7.6,1989.0,All,2,27,2-3 hrs
The Bong Connection,Bengali,6.7,2007.0,NR,2,6,2-3 hrs
THE BLOOD OF NAPLES,English,,2020.0,13+,0,24,<30 mins
Ek Bechara,Hindi,4.7,1972.0,NR,1,49,1-2 hrs
The Dictator,English,6.4,2012.0,18+,1,23,1-2 hrs
Madhu,Tamil,,2006.0,All,2,18,2-3 hrs
Thrissur Pooram,Malayalam,5.0,2019.0,13+,2,32,2-3 hrs
Cool Ganesh,Kannada,,2013.0,NR,2,2,2-3 hrs
A Question Of Humanity,English,,2020.0,13+,0,50,30-60 mins
THE ROLLING STONES: ROCK OF AGES,English,,2019.0,13+,0,47,30-60 mins
Vadhayiyaan Ji Vadhayiyaan,Punjabi,6.8,2018.0,13+,2,2,2-3 hrs
Tomake Chai (2017),Bengali,,2017.0,13+,2,1,2-3 hrs
Angrezi Mein Kehte Hain,Hindi,6.8,2018.0,All,1,48,1-2 hrs
Pather Panchali,Bengali,8.6,,13+,0,0,<30 mins
Asha Jaoar Majhe ( Labour Of Love ),Bengali,8.0,2015.0,All,1,22,1-2 hrs
American Reunion ('12),English,6.7,2012.0,18+,1,52,1-2 hrs
Happy Hunting,English,5.1,2017.0,18+,1,30,1-2 hrs
Bibaho Obhijaan,Bengali,4.2,2019.0,13+,1,59,1-2 hrs
Bari Tar Bangla,Bengali,6.0,2014.0,All,1,46,1-2 hrs
Baidurya Rahasya,Bengali,7.3,2018.0,13+,1,49,1-2 hrs
Chhayapath - A Love Story,Bengali,,2013.0,All,2,6,2-3 hrs
Taan,Bengali,5.1,2017.0,13+,1,46,1-2 hrs
The Interview,English,6.5,2014.0,16+,1,52,1-2 hrs
Garam Masala,Hindi,5.9,1972.0,All,1,49,1-2 hrs
Krishna,Tamil,4.7,1996.0,13+,2,12,2-3 hrs
Zombieland: Double Tap,Hindi,6.7,2019.0,18+,1,39,1-2 hrs
Popeye the Sailor Meets Sindbad the Sailor,English,7.3,,7+,0,16,<30 mins
Ayaash,Hindi,5.2,1982.0,All,2,13,2-3 hrs
Agneepath (1990),Hindi,7.7,1990.0,13+,2,54,2-3 hrs
Roudram,Malayalam,4.7,2008.0,NR,2,34,2-3 hrs
The Window,Hindi,7.4,2018.0,13+,1,58,1-2 hrs
PORTUGAL’S RENAISSANCE: ART IN THE AGE OF DISCOVERY,English,,2020.0,13+,0,52,30-60 mins
The Wall,English,6.2,2017.0,18+,1,29,1-2 hrs
Sema Ragalai,Tamil,,2004.0,All,2,21,2-3 hrs
Depressive Cop,English,5.8,2016.0,NR,0,13,<30 mins
Bilee Gulabi,Kannada,8.4,1981.0,NR,1,55,1-2 hrs
Yamajaathakudu,Telugu,5.0,1999.0,NR,2,24,2-3 hrs
Viswasam,Tamil,6.6,2019.0,13+,2,30,2-3 hrs
22G Tussi Ghaint Ho,Punjabi,5.6,2015.0,13+,1,54,1-2 hrs
The World's First Time Machine,English,7.3,2003.0,7+,0,49,30-60 mins
Sri Sri Tarakeshwar,Bengali,,2017.0,13+,1,46,1-2 hrs
Rajaputra Rahasyam,Telugu,8.6,1978.0,NR,2,7,2-3 hrs
Love for the Game,English,,2019.0,13+,0,45,30-60 mins
Amber,English,,2020.0,13+,0,43,30-60 mins
Bhrashta Tara,Bengali,,2015.0,All,1,41,1-2 hrs
Abduction Point,Hindi,5.6,2016.0,18+,1,22,1-2 hrs
Jai Sambhasiva,Telugu,,2009.0,NR,2,29,2-3 hrs
Aalo Chhaya,Bengali,6.9,2013.0,NR,2,33,2-3 hrs
24 Kisses,Telugu,4.8,2018.0,18+,2,2,2-3 hrs
Pankh,Hindi,3.8,2010.0,NR,1,36,1-2 hrs
Ekdin Pratidin,Bengali,7.2,1980.0,NR,1,26,1-2 hrs
ANTARCTICA - TALES FROM THE END OF THE WORLD,English,,2020.0,13+,0,52,30-60 mins
Dream Zindagi,Hindi,,2017.0,NR,1,33,1-2 hrs
Namak Halaal,Hindi,7.3,1982.0,All,2,51,2-3 hrs
Sankarabharanam,Telugu,8.7,1980.0,NR,2,24,2-3 hrs
Santaan,Hindi,,1993.0,All,2,41,2-3 hrs
Mantri Gari Viyyankudu,Telugu,7.3,1983.0,NR,2,9,2-3 hrs
The Surrogate,Kannada,7.2,2018.0,All,0,15,<30 mins
Din Jai,Bengali,,1983.0,NR,0,0,<30 mins
Jewel,English,6.4,2001.0,13+,1,30,1-2 hrs
Dhunki,Gujarati,7.1,2019.0,All,2,12,2-3 hrs
Laila Majnu,Telugu,7.7,,NR,1,39,1-2 hrs
Arzoo,Hindi,7.1,,NR,2,8,2-3 hrs
Saamy,Tamil,7.3,2003.0,13+,2,39,2-3 hrs
Khakee,Hindi,7.4,2004.0,16+,2,53,2-3 hrs
Boobs,English,5.6,2019.0,13+,0,57,30-60 mins
Butterflies Of War,Bengali,,2018.0,13+,0,28,<30 mins
Kasidre Kailasa,Kannada,8.7,1971.0,NR,2,27,2-3 hrs
Bazaar-E-Husn,Hindi,,2014.0,NR,2,5,2-3 hrs
Chor Bazar,Hindi,5.9,,NR,2,7,2-3 hrs
Notting Hill,Hindi,7.1,1999.0,18+,2,3,2-3 hrs
Krishna Krishna,Hindi,,1986.0,NR,2,18,2-3 hrs
Aarum Anyaralla,Malayalam,,1978.0,NR,2,7,2-3 hrs
Sanjana,Hindi,,2018.0,NR,1,52,1-2 hrs
An Insignificant Man,Hindi,8.7,2016.0,NR,1,37,1-2 hrs
LOVE AND SEX IN THE USA,English,,2020.0,13+,0,58,30-60 mins
Neighbors,English,6.3,2014.0,18+,1,36,1-2 hrs
Thikka,Telugu,,2016.0,13+,2,18,2-3 hrs
Golmaal 3,Hindi,5.5,2010.0,NR,2,19,2-3 hrs
En Purushan Kuzhandhai Maadhiri,Tamil,5.4,2001.0,13+,2,26,2-3 hrs
Final Destination 5,Tamil,5.8,2011.0,18+,1,31,1-2 hrs
Adventures Of Jojo,Bengali,,2019.0,13+,2,2,2-3 hrs
Khawto,Bengali,6.5,2017.0,13+,2,11,2-3 hrs
Kem Chho,Gujarati,7.5,2020.0,13+,2,21,2-3 hrs
Sesh Sanghat,Bengali,,2009.0,13+,2,27,2-3 hrs
UNTRACEABLE,Telugu,6.2,2008.0,13+,1,36,1-2 hrs
Dear Maya,Hindi,5.7,2017.0,All,2,10,2-3 hrs
Parinda,Hindi,7.9,1989.0,18+,2,34,2-3 hrs
Lakshya,Hindi,7.9,2004.0,13+,2,57,2-3 hrs
Annamalai,Tamil,7.7,1992.0,All,2,43,2-3 hrs
Ape,English,2.5,2012.0,NR,1,25,1-2 hrs
Saathiya,Hindi,6.8,2002.0,All,2,18,2-3 hrs
Baa Tussi Great Chho,Gujarati,,2016.0,All,1,46,1-2 hrs
The Kings of Summer,English,7.1,2013.0,18+,1,34,1-2 hrs
88 Minutes,English,5.9,2008.0,16+,1,46,1-2 hrs
Guvva Gorinka,Telugu,4.7,2020.0,13+,1,57,1-2 hrs
The Landlord,Gujarati,5.4,2017.0,16+,1,26,1-2 hrs
English Ammayi,Telugu,,1999.0,NR,2,7,2-3 hrs
DSP DEV,Punjabi,5.9,2019.0,13+,2,21,2-3 hrs
Gurudu,Telugu,7.8,2013.0,13+,2,7,2-3 hrs
Purani Haveli,Hindi,5.2,1989.0,18+,2,17,2-3 hrs
Mumbai Pune Mumbai 3,Marathi,6.3,2018.0,13+,2,19,2-3 hrs
How to Train Your Dragon 2,Hindi,7.8,2014.0,All,1,41,1-2 hrs
Kalyanaraman,Tamil,6.5,1979.0,All,2,14,2-3 hrs
Boys On the Side,English,,1995.0,13+,1,56,1-2 hrs
Dongala Mutha,Telugu,3.8,2011.0,All,1,29,1-2 hrs
The Babysitter's Seduction,English,5.6,1999.0,16+,1,31,1-2 hrs
Team 5,Malayalam,4.3,2017.0,All,1,39,1-2 hrs
Naalaiya Manithan,Tamil,6.1,1989.0,NR,2,13,2-3 hrs
Chitti Chellelu,Telugu,7.4,1970.0,All,2,49,2-3 hrs
Air Strike,Tamil,3.2,2018.0,18+,1,37,1-2 hrs
Darling Darling,Malayalam,6.8,2000.0,NR,2,35,2-3 hrs
Whiskey Tango Foxtrot,English,6.6,2016.0,NR,1,51,1-2 hrs
Survivor,Hindi,5.6,2015.0,13+,1,36,1-2 hrs
SP Chauhan: A Struggling Man,Hindi,5.5,2019.0,All,2,8,2-3 hrs
Atanka,Bengali,8.7,2018.0,13+,1,46,1-2 hrs
Kashmir Ki Kali,Hindi,7.2,,All,2,32,2-3 hrs
Balgandharva,Marathi,7.3,2011.0,All,2,4,2-3 hrs
Nellikka,Malayalam,6.2,2015.0,13+,2,12,2-3 hrs
Rama Chakkani Seetha,Telugu,6.0,2019.0,13+,2,1,2-3 hrs
HAPPILY N'EVER AFTER 2: SNOW WHITE,English,3.8,2009.0,All,1,11,1-2 hrs
Dil Bole Hadippa,Hindi,4.5,2009.0,13+,2,26,2-3 hrs
Memoirs of an Invisible Man,English,6.0,1992.0,16+,1,39,1-2 hrs
Dinoshark,Tamil,3.1,2010.0,16+,1,26,1-2 hrs
Sakthi,Malayalam,3.5,1980.0,NR,2,18,2-3 hrs
Punnaram Cholli Cholli,Malayalam,5.0,1985.0,NR,2,17,2-3 hrs
Yajaman,Tamil,6.6,1993.0,All,2,33,2-3 hrs
Revolutionary Road,English,7.3,2008.0,18+,1,58,1-2 hrs
Aalapiranthavan,Tamil,,1987.0,NR,2,11,2-3 hrs
Cave of Forgotten Dreams,English,7.4,2010.0,7+,1,30,1-2 hrs
Namanu Rruni - Albatross Island,English,,2020.0,13+,0,14,<30 mins
Hamsageethe,Kannada,,1975.0,NR,1,56,1-2 hrs
Hate Story 4,Hindi,3.3,2018.0,18+,2,7,2-3 hrs
Bogus,English,5.4,1996.0,16+,1,51,1-2 hrs
Transformers: Dark of the Moon,Hindi,6.2,2011.0,13+,2,34,2-3 hrs
The Billion Dollar Bust,English,6.6,2018.0,13+,0,41,30-60 mins
Mijaaj,Gujarati,6.2,2018.0,NR,1,59,1-2 hrs
Aabhaasam,Malayalam,5.9,2018.0,13+,1,54,1-2 hrs
Donga Donga,Telugu,6.3,1993.0,NR,2,30,2-3 hrs
Soolam,Tamil,,1978.0,NR,2,10,2-3 hrs
L7,Telugu,4.6,2016.0,18+,2,3,2-3 hrs
Rendu Rellu Aaru,Telugu,6.7,2017.0,All,2,4,2-3 hrs
Guest iin London,Hindi,5.4,2017.0,13+,2,7,2-3 hrs
Cannabis To Save My Life,English,,2020.0,13+,0,54,30-60 mins
Honor Project,English,,2020.0,13+,1,5,1-2 hrs
Wrath of the Titans,English,5.7,2012.0,13+,1,39,1-2 hrs
T-Men,English,7.0,,13+,1,32,1-2 hrs
Red Velvet Cake,Bengali,,2020.0,13+,0,9,<30 mins
K.G.F: Chapter 1 (Tamil),Tamil,8.2,2018.0,13+,2,34,2-3 hrs
Chandavalliya Thota,Kannada,8.5,1964.0,NR,2,27,2-3 hrs
Life Beyond Earth,English,7.7,2020.0,13+,0,47,30-60 mins
Malliswari,Telugu,6.7,,All,2,31,2-3 hrs
Golmaal,Marathi,7.4,2006.0,All,2,17,2-3 hrs
A Simple Favor,English,6.8,2018.0,18+,1,56,1-2 hrs
Me Pan Sachin,Marathi,6.6,2019.0,13+,2,15,2-3 hrs
Vadakkunokkiyantram,Malayalam,8.3,1989.0,All,2,1,2-3 hrs
Bloodsport,English,6.8,1988.0,18+,1,32,1-2 hrs
Yadurmane Ganda Pakkadmane Hendthi,Kannada,,1992.0,NR,2,15,2-3 hrs
Sholay,Hindi,8.2,1975.0,All,3,15,>3 hrs
Edge of Darkness,English,6.6,2010.0,18+,1,56,1-2 hrs
Pyaasa,Hindi,8.5,,All,2,23,2-3 hrs
Badal,Hindi,4.9,2000.0,18+,2,46,2-3 hrs
Pujarini,Bengali,7.1,1984.0,NR,2,15,2-3 hrs
Hingsha,Bengali,,1997.0,NR,2,2,2-3 hrs
Rayalaseema Ramanna Chowdary,Telugu,6.4,2000.0,NR,2,51,2-3 hrs
Savaari,Telugu,5.7,2020.0,13+,2,20,2-3 hrs
Gone Girl,English,8.1,2014.0,18+,2,29,2-3 hrs
Ebong Tumi Aar Ami,Bengali,,2018.0,13+,2,18,2-3 hrs
Annabelle: Creation,Tamil,6.5,2017.0,13+,1,49,1-2 hrs
The Courier,Hindi,4.8,2019.0,18+,1,39,1-2 hrs
Rush Hour 2,English,6.6,2001.0,18+,1,30,1-2 hrs
Peas Pulao,Bengali,,2020.0,13+,0,3,<30 mins
Switch,English,5.8,1991.0,18+,1,43,1-2 hrs
Prathighatana,Telugu,7.7,2014.0,13+,1,57,1-2 hrs
Projapoti Biskut,Bengali,6.6,2018.0,13+,1,55,1-2 hrs
Balls Out: Gary the Tennis Coach,English,,2009.0,18+,1,32,1-2 hrs
"Ears, Eyes and Throats: Restored Classic and Lost Punk Films 1976-1981",English,,2019.0,NR,1,45,1-2 hrs
Kirayadar,Hindi,6.4,1986.0,All,1,52,1-2 hrs
Prague,Hindi,6.7,2013.0,13+,1,46,1-2 hrs
2.0 (Tamil),Tamil,6.3,2018.0,13+,2,20,2-3 hrs
Living Wild,English,,2020.0,13+,0,54,30-60 mins
CHAALBAAZ,Bengali,7.1,2018.0,13+,2,37,2-3 hrs
Barbadhu,Bengali,,2017.0,13+,1,29,1-2 hrs
Gauraiya,Hindi,7.0,2015.0,NR,1,45,1-2 hrs
Ek Rishtaa - The Bond Of Love,Hindi,5.1,2001.0,All,2,53,2-3 hrs
Guilty Bystander,English,6.1,,NR,1,32,1-2 hrs
Cuban Colony,Malayalam,5.3,2018.0,13+,2,7,2-3 hrs
A Beautiful Day in the Neighborhood,Telugu,7.3,2019.0,All,1,48,1-2 hrs
Khaidi,Telugu,8.5,1983.0,NR,2,27,2-3 hrs
Gentleman,Hindi,7.1,1989.0,All,1,59,1-2 hrs
Raakhi,Hindi,,,NR,2,25,2-3 hrs
Poonthenaruvi,Malayalam,,1994.0,NR,2,17,2-3 hrs
Kaagaz Ke Fools,Hindi,3.8,2015.0,13+,1,49,1-2 hrs
Angrakshak,Hindi,4.4,2006.0,All,2,2,2-3 hrs
Grown Ups 2,Hindi,5.4,2013.0,18+,1,40,1-2 hrs
Saheb,Gujarati,5.7,2019.0,13+,2,18,2-3 hrs
Yamudiki Mogudu,Telugu,7.3,2012.0,13+,2,33,2-3 hrs
Rasika,Kannada,,1994.0,NR,1,55,1-2 hrs
Prostitution: The Price of Tears,English,,2020.0,13+,0,52,30-60 mins
Jaguar (Hindi),Hindi,5.4,2016.0,13+,1,51,1-2 hrs
Aradhana,Hindi,7.6,,All,2,44,2-3 hrs
Riddle of the Skies,English,7.5,2010.0,13+,1,36,1-2 hrs
Golkeri,Gujarati,6.9,2020.0,13+,2,7,2-3 hrs
Madhab Majhir Kalo Chashma,Bengali,,2005.0,NR,0,44,30-60 mins
Shola Aur Shabnam,Hindi,6.5,,NR,2,15,2-3 hrs
Andaaz,Hindi,5.3,2003.0,13+,2,26,2-3 hrs
Lockdown,English,,1991.0,16+,1,34,1-2 hrs
Mella Thirandhathu Kadhavu,Tamil,7.1,1986.0,All,2,22,2-3 hrs
Surakksha,Hindi,7.3,1979.0,NR,2,12,2-3 hrs
Silly Fellows (Hindi),Hindi,,2020.0,All,1,48,1-2 hrs
Mission: Impossible Ghost Protocol,Telugu,7.4,2011.0,13+,2,12,2-3 hrs
How to Murder a Millionaire,English,5.4,1990.0,16+,1,30,1-2 hrs
"Blood, Sand & Gold",English,3.8,2017.0,18+,1,24,1-2 hrs
Love,Bengali,6.1,2017.0,13+,1,56,1-2 hrs
Ninaivu Chinnam,Tamil,6.6,1989.0,NR,2,28,2-3 hrs
Suprabhatha,Kannada,,1989.0,NR,2,1,2-3 hrs
Pampa,Bengali,,1979.0,NR,1,48,1-2 hrs
Puguntha Veedu,Tamil,,1972.0,NR,2,11,2-3 hrs
Detective Dee: Mystery of the Phantom Flame,Hindi,6.6,2011.0,13+,1,56,1-2 hrs
Kala Viplavam Pranayam,Malayalam,4.6,2018.0,All,2,1,2-3 hrs
Hashar - A Love Story,Punjabi,6.7,2008.0,NR,2,54,2-3 hrs
100,Malayalam,6.5,2019.0,13+,2,16,2-3 hrs
Grahasti,Hindi,6.8,,All,2,34,2-3 hrs
Freedom,Malayalam,6.5,2004.0,NR,2,13,2-3 hrs
Khancha,Bengali,5.9,2013.0,NR,2,25,2-3 hrs
East Side Sushi,English,7.1,2015.0,7+,1,46,1-2 hrs
Chotushkone,Bengali,8.2,2017.0,13+,2,27,2-3 hrs
Raj Hath,Hindi,6.3,,NR,2,16,2-3 hrs
Audition,Bengali,7.2,2018.0,13+,0,16,<30 mins
Bal Ganesh (Marathi),Marathi,,2007.0,All,1,42,1-2 hrs
Unpaused,Hindi,7.1,2020.0,16+,1,53,1-2 hrs
Premji Rise Of A Warrior,Gujarati,7.7,2015.0,13+,1,59,1-2 hrs
Boeing Boeing,Malayalam,6.5,1985.0,NR,2,30,2-3 hrs
Rithubhedam,Malayalam,7.0,1987.0,NR,2,11,2-3 hrs
Sahib Bibi Aur Ghulam,Hindi,8.3,,All,2,33,2-3 hrs
Hendathiyobbalu Maneyolagiddare,Kannada,,2005.0,NR,1,53,1-2 hrs
Rakhe Hari Mare Ke,Bengali,,2017.0,13+,2,28,2-3 hrs
Love Training,Kannada,6.4,1993.0,NR,1,57,1-2 hrs
Dil Ne Jise Apna Kahaa,Hindi,,2004.0,NR,2,14,2-3 hrs
Rupture,English,4.8,2017.0,18+,1,37,1-2 hrs
Saudagar,Hindi,7.2,1973.0,All,2,10,2-3 hrs
Gruha Lakshmi,Telugu,,1984.0,NR,2,14,2-3 hrs
Scooby-Doo!: The Movie,English,5.1,2002.0,13+,1,26,1-2 hrs
Sri Renuka Devi Mahatme,Kannada,,1977.0,NR,2,20,2-3 hrs
Letters to Juliet,English,6.5,2010.0,7+,1,45,1-2 hrs
Aligarh,Hindi,7.8,2016.0,NR,1,58,1-2 hrs
The Imitation Game,English,8.0,2014.0,13+,1,54,1-2 hrs
An Unfold Fact Lateef,Hindi,,2015.0,NR,1,51,1-2 hrs
The Host,English,5.9,2013.0,18+,2,5,2-3 hrs
Shapath,Hindi,5.5,1984.0,NR,2,8,2-3 hrs
Ei Mon Tomai Diechi,Bengali,,2020.0,13+,2,23,2-3 hrs
Fading Gigolo,English,6.2,2013.0,18+,1,30,1-2 hrs
Hirak Jayanti,Bengali,6.5,1990.0,NR,2,12,2-3 hrs
Maqsad,Hindi,5.8,1984.0,All,2,46,2-3 hrs
Ratnamanjari,Kannada,4.6,2019.0,13+,2,27,2-3 hrs
Sei Chokh,Bengali,,1976.0,NR,2,9,2-3 hrs
Raja Gaja No Problem,Bengali,,2017.0,13+,2,10,2-3 hrs
Meera,Hindi,8.2,1979.0,NR,2,18,2-3 hrs
Raavan,Hindi,5.4,2010.0,All,2,16,2-3 hrs
THE GLORIOUS STORY OF CASTLES,English,,2020.0,13+,0,54,30-60 mins
Jallikattu,Malayalam,7.5,2019.0,13+,1,32,1-2 hrs
Intlo Illalu Vantintlo Priyuralu,Telugu,7.0,1996.0,All,2,27,2-3 hrs
Aatagadharaa Siva,Telugu,7.3,2018.0,All,1,40,1-2 hrs
Hotel Artemis,English,6.1,2018.0,18+,1,30,1-2 hrs
Britain's Ultranationalists,English,,2020.0,13+,0,57,30-60 mins
Ambikapathy,Tamil,7.6,2013.0,NR,2,18,2-3 hrs
Door Ke Darshan,Hindi,6.2,2020.0,13+,1,54,1-2 hrs
Robibaar,Bengali,4.6,2020.0,13+,1,54,1-2 hrs
Gujarat to Mumbai,Gujarati,,2017.0,13+,1,57,1-2 hrs
Intlo Pilli Veedhilo Puli,Telugu,,1991.0,NR,2,12,2-3 hrs
Star Trek Beyond,Hindi,7.1,2016.0,16+,2,2,2-3 hrs
Blackie & Kanuto ( In Hindi ),Hindi,3.3,2019.0,All,1,18,1-2 hrs
John Wick: Chapter 2,Hindi,7.5,2017.0,18+,2,2,2-3 hrs
Chhota Bheem - The Rise of Kirmada,Hindi,5.8,2012.0,All,1,8,1-2 hrs
Mahatirtha Kalighat,Bengali,,,NR,1,56,1-2 hrs
Ami Je Ke Tomar,Bengali,4.9,2017.0,13+,2,16,2-3 hrs
Dear Dad,Hindi,6.4,2016.0,13+,1,24,1-2 hrs
Hirak Rajar Deshe,Bengali,8.9,2018.0,13+,1,54,1-2 hrs
Tamanchey,Hindi,4.5,2014.0,13+,1,51,1-2 hrs
Baaz - A Bird In Danger,Hindi,3.2,2003.0,13+,2,41,2-3 hrs
Anbukku Naan Adimai,Tamil,6.2,1980.0,All,2,9,2-3 hrs
Shoshibhushon,Bengali,,2018.0,13+,0,20,<30 mins
Bepanaah,Hindi,6.3,1985.0,NR,2,36,2-3 hrs
SNOW WHITE,English,,2002.0,7+,1,30,1-2 hrs
Dirty Mind,Hindi,6.7,2013.0,All,0,9,<30 mins
Kshanbhar Vishranti,Marathi,6.3,2010.0,All,2,23,2-3 hrs
Top Cat (Tamil),Tamil,,2012.0,7+,1,26,1-2 hrs
Shahjahanpur ka Laatsahab,English,,2020.0,13+,0,33,30-60 mins
I Am Ali,English,7.2,2014.0,7+,1,51,1-2 hrs
